ID, Name, DOB, Gender, Class
f60f9287-40ec-4f52-a170-6a91f79d6a86, Bui Hoang Huy, 3/4/2004, Female, 11
450011d3-4388-42fb-848b-cb4dedd14276, Ngo Hoang Khoa, 12/7/2004, Male, 12
d3145145-ee70-4be7-82bd-02e7c85de7f9, Bui Trung Thang, 1/1/2005, Male, 12
6af7795e-b77b-4527-8cbd-b1b3a6bba0a2, Nguyen Ngoc Thanh, 1/2/2004, Male, 10
120eb942-96e7-4f02-9ba7-45a816c10bfd, Nguyen Ngoc Hiep, 10/18/2004, Male, 12
d5cf88c3-cebe-4843-b2f6-39df7bf4eb1d, Tran Trung Bao, 2/16/2005, Female, 10
3f72f50c-9cc0-43dd-bd67-abcbe1cf0bbc, Ngo Quang Khoa, 11/12/2003, Female, 11
8dea866a-d124-40af-a1ed-50dabc4283c4, Bui Ngoc Khoa, 11/21/2003, Female, 11
d9f314df-781f-45c7-a387-4599a9b1e34c, Ly Van Thang, 4/20/2005, Male, 10
a1b0bf2d-5bf7-4eb3-8efa-59bf9bfed9c8, Ngo Quang Huy, 9/7/2004, Female, 10
c9c93d8f-1384-4269-a4ba-558c1af53cd7, Dinh Van Bao, 1/10/2004, Male, 10
5dd32edc-b130-4d36-82a8-fc18be78de5e, Le Thao Thanh, 3/5/2005, Male, 12
519e9fe0-c244-41a7-9be6-c34165275f93, Ly Quang Hiep, 7/25/2004, Male, 11
c730f7cc-010b-40fb-b538-99fb0a549eaa, Tran Ngoc Thang, 11/8/2005, Female, 12
87442ee9-ebba-4825-9fd9-358833d86e6c, Dinh Thao Thang, 11/27/2004, Male, 12
89fcbb19-c04f-405c-b6cf-2641616b9efb, Tran Thanh Hiep, 6/29/2004, Male, 12
36fcb155-99fa-4980-a555-46dac8f32cea, Tran Ngoc Thanh, 10/20/2005, Female, 10
a1a5c1ab-4fc2-4510-84ec-a31331cfae99, Dinh Ngoc Bao, 4/7/2005, Female, 11
01e98a44-ff36-491a-bc88-3085dc8cb9a8, Ly Ngoc Anh, 4/22/2003, Male, 12
56ff5fa4-aaa8-4d78-8aa4-136428f388c0, Ly Thanh Huy, 10/30/2003, Female, 11
89428a80-40e6-411b-b537-cef5db357ec1, Tran Thao Khoa, 5/10/2003, Female, 12
08d8d6a5-2af2-4d62-963b-4cfe64997a3b, Le Thao Hiep, 6/28/2004, Male, 11
a8c3d4f3-3e73-47f9-a653-7d75b1fa60cd, Le Thao Khoa, 7/18/2005, Female, 10
2b0c3657-1b84-4a7e-b3f3-4dda38ecc418, Nguyen Quang Huy, 9/1/2005, Female, 12
f44362a8-255c-4770-8881-0080d6cd8b24, Le Hoang Hiep, 5/25/2003, Male, 11
5c15fc54-a2a8-4687-b28f-3f03b080e6ce, Ly Quang Khoa, 3/15/2004, Male, 12
f368eb4b-3d6a-46a3-b451-d0b24fec89c2, Ngo Quang Anh, 7/29/2004, Male, 11
41917877-708e-4f3d-b746-d63df099edb7, Nguyen Quang Bao, 1/9/2005, Female, 12
1f5f8b08-81fc-4450-8ca5-2600709d5c4a, Tran Van Thanh, 1/11/2003, Male, 12
c3894ee7-39dd-43e2-a8e9-e4bd3f65199e, Le Hoang Khoa, 6/24/2004, Female, 10
3e21be9a-7177-4637-957b-eb671d5182a9, Ngo Ngoc Bao, 8/21/2003, Male, 10
ae28ca35-de71-4f8a-b1fd-fdfb0eaa5c3b, Bui Van Anh, 11/26/2004, Male, 10
f211b2d1-ff1a-4a55-a57b-3a14a35f8ae4, Ly Thao Anh, 1/18/2005, Male, 11
21c583da-5974-45f0-9add-7d56a357067c, Nguyen Hoang Bao, 10/23/2005, Male, 12
ec3b9146-52a0-4ff1-b843-8f5d380e0db6, Bui Trung Hiep, 3/15/2004, Female, 11
cc64978a-0785-41c8-a8cf-6bc12b994f1d, Le Ngoc Thang, 8/9/2003, Female, 11
82bb399b-13b4-4341-b30a-fa058d404af1, Le Ngoc Anh, 6/5/2004, Female, 12
4bc25ac7-8760-4807-88e6-03ff1480f1ee, Tran Trung Thang, 4/7/2005, Male, 12
04be1c41-6862-45a2-b601-ab7cfd98bcab, Nguyen Hoang Khoa, 8/10/2005, Male, 11
87d261e0-8e7d-4dc0-9cb5-be9ff3d11bfa, Le Van Anh, 1/3/2005, Male, 10
b93893ce-495c-4677-a773-3075c3180b9d, Ngo Van Anh, 4/18/2004, Female, 11
74acb226-8697-47b6-952f-dded3bbdaec0, Ly Trung Khoa, 1/29/2005, Female, 12
953a4196-8a70-40e3-a28d-652a689beb87, Le Quang Khoa, 10/12/2005, Male, 10
63d2b7b3-0db0-4552-a231-052803aa77c2, Le Trung Bao, 7/19/2004, Male, 10
04231604-f496-46df-b554-a60d83b71a6b, Nguyen Quang Hiep, 9/16/2004, Female, 11
57d5779a-ee9e-45ad-ba44-1bbd0529f762, Tran Thao Hiep, 6/14/2005, Female, 11
fffdbb96-8635-434d-b4bf-85496e24c5bc, Tran Van Bao, 4/8/2004, Male, 11
11c73a4d-ac3c-4bdb-b1c9-910c47988be8, Nguyen Van Huy, 5/16/2004, Male, 12
c86422c5-e7dd-496c-bb0b-d837de875707, Tran Thao Khoa, 9/26/2005, Male, 12
ad67eda3-fffe-4d66-9344-9e0845141001, Nguyen Thao Hiep, 8/25/2005, Female, 10
6e7916df-e9aa-42be-949e-fb88a6e68bc0, Nguyen Hoang Hiep, 6/13/2004, Female, 12
cea153c7-b400-4d23-b2df-56aeb1393c2e, Ly Ngoc Thang, 11/24/2005, Female, 12
11d81f53-6b39-4a51-bfa1-a52d6dccc554, Dinh Van Thanh, 6/2/2005, Male, 12
942cfefa-9137-4f47-89da-8e0c7ef7665b, Nguyen Thao Huy, 6/30/2004, Female, 12
e5b2bb92-27a9-4801-bd75-96bc410f9665, Le Hoang Khoa, 7/1/2005, Male, 11
f04832da-5bf4-4c6d-a221-6f7741e6158d, Ly Thanh Anh, 2/1/2003, Female, 12
6ef3bde8-1a65-42b4-a645-6de013e77965, Nguyen Hoang Thanh, 8/22/2004, Female, 12
116fd415-3f45-493b-8e50-cd897688e10c, Dinh Van Thanh, 3/19/2003, Male, 10
4666aa9d-c5af-4b72-aa49-c2e14aca06f0, Nguyen Trung Thang, 12/9/2004, Male, 11
5b2380c2-b482-45a0-8826-ee2c1cbd7ebe, Tran Hoang Hiep, 10/19/2003, Female, 12
234327e2-356a-4182-b35d-f913d67b7d3f, Nguyen Quang Huy, 9/3/2004, Male, 12
c9820ed8-4848-4e94-a6af-a4fa76104dd6, Tran Ngoc Thanh, 4/26/2003, Female, 10
21a0062a-0c48-45e8-9316-20e86883ade6, Le Hoang Huy, 1/16/2003, Female, 12
f3a9d35f-92b9-4e26-b008-50b123510095, Ly Thanh Huy, 5/19/2004, Female, 12
80eb56b6-124e-483f-9adf-866216fd2247, Ngo Trung Hiep, 2/8/2004, Male, 12
b5c8c94f-0933-4071-9ee8-5cef5fdeb446, Bui Ngoc Khoa, 7/19/2003, Male, 12
9df7f438-51db-4ddd-9e75-9f8af9ba4faf, Ly Thao Thang, 10/26/2004, Female, 10
54296fd3-b54d-47b5-aec1-a664a50df8f1, Tran Thao Thang, 10/18/2004, Male, 10
08c8644d-9a17-4be6-ba2f-4f254fc6b9bf, Ngo Trung Thang, 8/6/2004, Female, 12
dcdc8b51-99d3-4023-bf84-be57850ee4ba, Ly Trung Thanh, 5/10/2003, Male, 10
7c53aee9-ef70-4207-b027-24189bbb8bf0, Le Ngoc Thang, 4/6/2004, Male, 10
c721ae93-f9cb-4120-94b5-b4bb409fb49f, Ly Trung Hiep, 3/13/2004, Male, 11
2c5feedd-ff54-4139-8773-230ccfd8cdf4, Ngo Thanh Anh, 8/2/2004, Male, 11
a20ab353-4a81-412c-84e7-5740af5b0d91, Ly Quang Hiep, 8/23/2004, Female, 10
edec5ee5-9b92-4239-b8d8-6ccdb167f64d, Ngo Trung Huy, 2/8/2004, Male, 10
993d49c8-05b1-4905-a0ab-108f0890c45f, Ngo Trung Thang, 7/9/2004, Female, 11
a725abba-ef19-43ca-b18d-61d12e25ddc7, Nguyen Hoang Anh, 4/20/2005, Male, 11
24fb6750-98fe-4884-80cb-6bd8482aad42, Tran Quang Anh, 6/30/2004, Male, 12
27f78d5d-e027-46c4-8981-afc1d0cfa6ec, Dinh Ngoc Khoa, 3/22/2005, Male, 12
068a30a5-2ca1-414b-b8cb-5eed12761843, Nguyen Hoang Huy, 6/15/2004, Female, 11
4b2d3ff8-b54f-4f89-aa97-376c974d006a, Ly Van Khoa, 3/12/2005, Female, 12
a767acc6-ab2a-40c2-94b4-9db06d14f83a, Dinh Trung Bao, 3/3/2005, Male, 11
866260fd-90fc-43b1-9b33-f7d205de3d98, Ngo Thanh Huy, 3/4/2003, Male, 11
f16a7d4e-6536-438a-8b8f-2654afb67b97, Dinh Hoang Thanh, 6/23/2005, Male, 12
d6fd4c2c-0dda-4655-a142-55a16c219f75, Le Ngoc Hiep, 9/30/2005, Female, 10
ec272b9b-ae49-4019-946c-27705c2931ac, Le Van Bao, 12/25/2005, Male, 10
74beca1c-1c01-45d4-b85b-4ddb182d6d76, Ngo Ngoc Huy, 1/16/2004, Male, 10
21cf054d-ce1c-4af4-b6e1-aa82570879dd, Tran Ngoc Anh, 7/4/2003, Male, 12
0d3ad37e-8990-45de-82ab-0f77dcbe1c4b, Ngo Ngoc Anh, 7/4/2004, Male, 12
78fb1699-a29f-44c4-9b45-d54a97aae817, Ly Trung Anh, 8/19/2004, Male, 12
e64170f7-9ff6-4cd5-ac53-b618c4d9e8d9, Ly Thanh Khoa, 5/4/2004, Male, 11
118c3db3-da7c-4f32-a631-a8701b671784, Nguyen Thanh Anh, 12/2/2004, Male, 11
bf58d917-d517-41c3-adff-1a077d774dab, Nguyen Trung Hiep, 4/3/2004, Male, 12
356cdc4a-b28b-4e6f-8ada-5f6d4ffb46e2, Dinh Hoang Khoa, 12/27/2004, Female, 12
ea9039f0-e6cf-455d-b7a9-c261d7221ec9, Ly Van Hiep, 6/11/2003, Female, 10
8d6ba64e-8789-416a-97a9-1812d847c2ef, Ngo Hoang Huy, 9/20/2005, Male, 10
50934809-25cc-4b91-b878-92691a2db8c5, Dinh Van Huy, 8/24/2004, Male, 11
12bdd6ec-aeff-4435-b5f9-158c5a954798, Le Van Bao, 2/11/2004, Female, 12
31bdeb1f-8ba0-4e2a-9d62-be11772a1f6b, Le Quang Thanh, 10/1/2004, Male, 12
25ed52f3-23a4-43f0-b6fc-7a9d7f44d27a, Nguyen Trung Hiep, 10/21/2005, Male, 12
c22a1999-c571-4565-a1ec-e20b258afa12, Le Ngoc Huy, 12/30/2005, Female, 12
e0667876-c078-4b19-ae81-0a19e562c3d0, Ngo Quang Khoa, 7/10/2004, Male, 12
28502d19-1934-4b37-9cae-864ac41f980c, Le Thao Thanh, 11/28/2004, Male, 12
90a34bf8-e3fe-4d8f-bfe7-3165cd1a0763, Bui Thao Hiep, 6/9/2003, Male, 11
f7f2c362-5206-461a-9e92-5890a1cb9b63, Bui Van Bao, 6/5/2004, Female, 10
b29af02c-436d-4a52-be69-6b224edb6831, Ly Trung Anh, 11/19/2004, Male, 10
471befcd-9818-43d6-aeec-d29b00c95487, Tran Quang Thang, 10/28/2003, Female, 12
63d2583f-028c-42f5-883a-b46e0a9f5d2e, Le Thao Bao, 4/15/2004, Female, 12
5b671e8a-5db9-4519-be18-fcac61bb5ceb, Nguyen Trung Huy, 6/4/2004, Male, 12
6048a663-d0b4-41ad-a923-55001b8645b1, Ngo Hoang Bao, 5/28/2004, Female, 10
447767ea-95e0-463e-a894-c4cf539247cf, Ly Ngoc Thanh, 6/24/2005, Male, 11
51498661-d096-4ed8-a060-52f78240f5b1, Le Trung Huy, 11/14/2004, Female, 10
cf317849-9305-4e62-a08b-063bad022a52, Tran Hoang Thang, 10/7/2004, Male, 12
d5d16bea-0497-413f-adfe-8ef327ccfd2a, Bui Thanh Thanh, 7/7/2004, Male, 12
fbc5974a-ea88-4201-ac41-d3ccd5a94a4d, Bui Quang Anh, 10/20/2005, Male, 11
e28b1afe-82f1-4013-a7b5-4d7f27181b27, Ly Hoang Anh, 5/23/2004, Male, 10
73fe2a44-ac68-403b-974e-a1058aa47890, Nguyen Trung Anh, 10/5/2004, Male, 11
ae82f2c2-766b-4fed-80f5-bbd5d2cd2e2e, Ngo Quang Khoa, 6/21/2005, Male, 10
8eb8df6b-6fb8-4fc8-bc92-f793e97a2be6, Tran Van Khoa, 8/17/2003, Male, 11
270ef699-2ccd-4550-a95a-4f1ed718112e, Bui Hoang Anh, 1/15/2005, Male, 11
25b88c51-5ee5-4b07-bd21-7411a95a7631, Ngo Thao Khoa, 5/7/2003, Male, 12
48aeebff-3264-4f73-a833-09ef014e2bd4, Tran Thao Huy, 6/6/2005, Male, 10
403f3be9-b3dc-4005-99e8-4b1a57be1e63, Dinh Van Anh, 3/11/2004, Female, 12
acb03aaf-0eef-4129-b609-872e7d36f4b1, Ly Ngoc Bao, 6/4/2003, Male, 12
0bb9a11a-978d-49a3-944f-6b92e8fc1814, Tran Van Hiep, 12/23/2005, Male, 10
9332ab49-b439-4d35-8320-e1e373ba3fa0, Le Quang Anh, 2/6/2003, Male, 12
efae6d00-2510-463d-a703-0300fcf2988e, Le Van Hiep, 12/8/2004, Male, 11
f76f332e-97e3-461a-8098-f5e9ef4683af, Ngo Thanh Thang, 10/10/2003, Female, 12
6cae1cf2-9bea-439b-b8ff-af3f9d444e89, Nguyen Ngoc Huy, 10/24/2004, Female, 12
0eafb3d4-626e-42f0-9ea7-0d9239f63588, Ly Van Hiep, 7/14/2003, Male, 11
5e127d0f-c7f1-4614-8d2b-e2e1a8e7aac0, Dinh Quang Hiep, 4/16/2003, Female, 10
705ee9cf-f1bb-48b7-872b-615514190475, Bui Thanh Hiep, 6/10/2003, Male, 11
d2f4e46d-f53c-4ba4-bdf6-a52b282fbfb5, Ly Trung Khoa, 11/29/2004, Male, 12
83f09a31-9242-4a28-8e91-71c8eacfc6fa, Le Thao Huy, 4/9/2004, Female, 11
73b72d2f-a36c-4efe-84eb-089391e67d7b, Dinh Thanh Khoa, 6/22/2004, Female, 11
71b1c6d4-1404-4142-8153-c8d098660177, Nguyen Quang Thanh, 12/30/2005, Female, 11
e2e15d71-005a-479d-ab21-b131dbe4e2df, Le Hoang Thang, 3/17/2004, Male, 11
198c0260-4264-4e30-b92a-bbdaffdc6c33, Dinh Ngoc Huy, 12/26/2003, Male, 10
58dd1abd-9422-4b7b-a571-858aedcf751d, Tran Hoang Thang, 9/5/2004, Female, 12
087b0eb7-50b9-4299-998e-b200682abdc9, Ngo Ngoc Huy, 8/10/2005, Male, 10
d32a0283-b1b3-4faa-aae5-5f2057a22db9, Le Thao Khoa, 5/19/2005, Female, 12
9cc54f39-bc5b-451f-962a-89f0ab3499d8, Ly Thao Thang, 12/28/2005, Female, 11
f6d691f0-4bc4-4507-82d4-17b9c7ad37b1, Ngo Ngoc Thang, 5/10/2003, Male, 12
a0334415-72bf-4497-9076-5efc983e6d26, Ly Thanh Thang, 7/12/2005, Female, 10
0daf87be-3403-43fa-8fc8-043f70005ede, Tran Ngoc Anh, 11/22/2004, Male, 12
1363e91c-c7fc-46c6-9741-594bf58ff15c, Le Hoang Khoa, 3/10/2004, Female, 10
68721753-9f30-4633-8552-56be8e24639a, Bui Trung Anh, 5/3/2004, Male, 10
4d2eb75e-4ddc-43ac-908d-64d94a515842, Ngo Quang Bao, 9/1/2005, Female, 11
3510138a-a50e-4f8a-8a40-ca1a0f27cf40, Ngo Van Huy, 4/21/2004, Female, 10
7b957ac3-8d3e-4894-aa04-4cff2214d646, Nguyen Thanh Bao, 5/1/2004, Female, 11
502664b7-7a6c-467f-838b-8fb2b4ffe58e, Dinh Thao Huy, 4/4/2004, Female, 11
