ID, Name, Birthday, Gender, Class
0717e20a-cc39-493b-aebc-f52372b4e56f, Dinh Ly Anh, 7/22/2005 12:00:00 AM, F, 0530c010-8a48-49f4-89b7-44ea48c511b8
d81d975a-66b2-4bd2-ba20-07513571a3d8, Ly Gia Duc, 10/22/2001 12:00:00 AM, M, e69aa1c2-02d7-46e9-aed4-b46c233be837
ea1af116-10be-4023-8040-7d921707d26a, Ly Thanh Loc, 1/5/2004 12:00:00 AM, M, 05149576-e306-46ad-a0f0-669078479f45
a4ca05f9-41c6-4931-8b19-c93fe8917e28, Le Thanh Phuong, 1/4/2004 12:00:00 AM, F, f6456af1-2982-410f-96d4-82f015805b15
b46e5096-d3cd-4e14-a1d5-08d79779cfa2, Nguyen Ngoc Phuong, 6/17/2002 12:00:00 AM, F, 05149576-e306-46ad-a0f0-669078479f45
285fa1eb-a6b1-4e01-bcc4-07e070e93bfb, Tran Thanh Giang, 5/31/2004 12:00:00 AM, F, 0530c010-8a48-49f4-89b7-44ea48c511b8
676ed5f0-9443-49cf-921d-5ab52c7ae550, Nguyen Ngoc Loc, 3/6/2004 12:00:00 AM, M, 8180ac38-c247-4389-b325-5cd541f79716
54fceaba-d085-4c8c-95d2-9c685877dca2, Dinh Thanh Loc, 4/26/2004 12:00:00 AM, M, 3ca1c636-4452-45a2-96ca-880ce9d38af0
fdfe65d1-5b32-4f5b-8fd9-013c9018c56b, Nguyen Hai Thu, 8/24/2004 12:00:00 AM, F, fc864f89-ce30-412b-9e3f-547a9bc9b849
a8446831-e029-47a2-a3d0-e526ab59fdf3, Dinh Ly Son, 3/19/2003 12:00:00 AM, M, 9acda45f-f4da-48e3-9599-56f677b54f64
aef3a21a-d134-4128-9e97-66f9dd1ef8dc, Tran Thanh Long, 5/6/2002 12:00:00 AM, M, 2cd4b80e-0176-46ed-88e4-37e520008052
6cf8fe83-07a5-4285-8bb5-b5655d6e065b, Dinh Quang Giang, 4/29/2005 12:00:00 AM, F, 8180ac38-c247-4389-b325-5cd541f79716
60a346fd-af1c-4d6b-8ff7-ec1af69b8c15, Dinh Ngoc Phuong, 1/18/2006 12:00:00 AM, F, 9acda45f-f4da-48e3-9599-56f677b54f64
0ccdf0f9-ec69-407b-8b61-5d87c681d9aa, Dinh Quang Tan, 10/6/2001 12:00:00 AM, M, e9bb0ba7-1e2f-43ca-8e0c-a52d40c44054
9ee0381d-78b6-4c59-9867-d3963dc29a52, Nguyen Ngoc Tan, 5/26/2005 12:00:00 AM, M, 8ab4105a-6c31-48f4-9955-171a10e7aa07
15b129d4-19d3-43f2-baf6-d2cba23f3aa3, Le Gia Mai, 1/13/2004 12:00:00 AM, F, 8ab4105a-6c31-48f4-9955-171a10e7aa07
ab61cd9a-7eef-4c92-b669-65165f11cf71, Le Ngoc Son, 2/20/2003 12:00:00 AM, M, 0530c010-8a48-49f4-89b7-44ea48c511b8
b66da07e-d0e2-42c2-bd6e-1a8888fa3989, Nguyen Hai Son, 8/26/2005 12:00:00 AM, M, f6456af1-2982-410f-96d4-82f015805b15
cd6d1955-fe33-42c8-91ac-dadeae14f116, Dinh Ly Loc, 7/25/2005 12:00:00 AM, M, cea9d0af-d49d-4993-b5a7-b2bc458c0e51
14e05799-61bd-4e9a-9da5-4f25d72f5c82, Ly Gia Long, 11/9/2004 12:00:00 AM, M, 3ca1c636-4452-45a2-96ca-880ce9d38af0
b22efde4-172e-4412-ac18-39e664daf269, Dinh Gia Hung, 7/6/2004 12:00:00 AM, M, fc864f89-ce30-412b-9e3f-547a9bc9b849
8291b9a3-e227-44fa-b9ea-5ec8f87df7f5, Le Quang Thu, 5/5/2002 12:00:00 AM, F, 0530c010-8a48-49f4-89b7-44ea48c511b8
4c9160d2-e681-4150-aaaf-4c538fc5d6ef, Tran Gia Phuong, 5/1/2005 12:00:00 AM, F, 9acda45f-f4da-48e3-9599-56f677b54f64
