ID, Fullname, Birthday, Gender, ClassID
4e42e16c-5c04-4a88-a675-f3bdfac5aada | Trần Thị Long  | 21/03/2003 | Female | 6e33e5d6-267f-4805-a086-468f61d394d4
4faba66a-ed82-4d8a-aa2c-901c29147881 | Lý Hoàng Khôi  | 12/11/2003 | Female | 1bcc4320-ecfc-4306-ac37-bdb006891c0b
23881e67-8532-4216-b5df-f1fd959f9331 | Trần Hoàng Bách  | 18/11/2005 | Male | 262f2f97-907e-4da6-824f-6e9d19862cde
fbc1c916-1170-4566-810a-bcae02fefd1c | Lương Hoàng Bảo Khôi  | 20/12/2004 | Female | 3e11b55c-e70c-4ca6-8ba3-4f9ab98661df
c96e685b-577d-434b-bbcb-de63be3ac2a0 | Hồ Thị Thành  | 20/08/2004 | Female | 6e33e5d6-267f-4805-a086-468f61d394d4
6b5ceb95-e0e5-4ebb-b806-af1d0431392c | Trần Trung Tân  | 16/01/2004 | Female | c4384664-55a4-4256-bd30-4abd49079fbe
21ba1de6-635d-4a2c-964c-89268ef0727b | Lý Thị Thắng  | 03/03/2005 | Female | 3e11b55c-e70c-4ca6-8ba3-4f9ab98661df
f93b35ed-11d2-4304-9cb6-b5f085578a02 | Nguyễn Văn Long  | 21/01/2004 | Female | c4384664-55a4-4256-bd30-4abd49079fbe
30055877-2b24-4b7e-b652-bd9a07636323 | Võ Anh Tân  | 01/11/2005 | Female | 262f2f97-907e-4da6-824f-6e9d19862cde
3edae0c8-c861-4fc2-9f4a-43e9bc9dbf68 | Nguyễn Minh Khôi  | 22/02/2003 | Male | 1bcc4320-ecfc-4306-ac37-bdb006891c0b
9d8282d2-3af7-43c3-bbec-321d99c75411 | Lê Hoàng Tân  | 19/06/2004 | Female | 6e33e5d6-267f-4805-a086-468f61d394d4
7095c53d-0bef-4080-8f5c-bfe3ad5e1c8a | Lê Minh Khôi  | 15/08/2004 | Male | c4384664-55a4-4256-bd30-4abd49079fbe
df624dff-2dfd-4d76-b9ad-44994f1182cb | Lê Văn Thắng  | 25/05/2005 | Male | 3e11b55c-e70c-4ca6-8ba3-4f9ab98661df
81ab1586-953c-4233-8d69-cdb35a2b9e1a | Lý Anh Bách  | 21/05/2005 | Male | 1bcc4320-ecfc-4306-ac37-bdb006891c0b
9f59d2ac-0c5b-41e2-94c7-35c5acda10b4 | Lương Hoàng Bảo Long  | 22/04/2004 | Male | 262f2f97-907e-4da6-824f-6e9d19862cde
27ac2482-ef60-4c59-afee-57b7e136f1e2 | Võ Anh Thành  | 18/07/2004 | Female | 3e11b55c-e70c-4ca6-8ba3-4f9ab98661df
4767fdad-535b-4c94-9577-cb8533e04752 | Lương Anh Long  | 04/01/2004 | Male | 262f2f97-907e-4da6-824f-6e9d19862cde
5b17d9a4-b3e2-4751-a070-9a0217547b17 | Hồ Văn Thành  | 20/10/2005 | Female | 6e33e5d6-267f-4805-a086-468f61d394d4
7257e03b-7620-4f0b-a4f9-16519c815660 | Lê Anh Thắng  | 25/08/2003 | Female | 6e33e5d6-267f-4805-a086-468f61d394d4
a39a7be0-6a4f-4063-9080-a671aa6926c5 | Nguyễn Hoàng Thắng  | 27/04/2004 | Female | 6e33e5d6-267f-4805-a086-468f61d394d4
9b07d592-9c7a-40d1-9d66-b12c16c592af | Lê Hoàng Bảo Khôi  | 07/05/2005 | Male | 262f2f97-907e-4da6-824f-6e9d19862cde
42f84b1b-9f3e-434f-8d01-164740361c5a | Hồ Hoàng Bảo Long  | 14/03/2004 | Male | c4384664-55a4-4256-bd30-4abd49079fbe
f5082859-c061-4dba-a9f1-fe80bf01d7ce | Lý Văn Thắng  | 15/12/2003 | Female | c4384664-55a4-4256-bd30-4abd49079fbe
09b054ee-95f4-4275-a54f-546ffbaf69b8 | Hồ Hoàng Bảo Long  | 23/11/2004 | Female | c4384664-55a4-4256-bd30-4abd49079fbe
75cc93aa-bdc3-4a61-9de8-13282ae3dc66 | Nguyễn Anh Thắng  | 29/12/2003 | Male | 1bcc4320-ecfc-4306-ac37-bdb006891c0b
7ce02a20-0853-4bf2-9870-7ebc2b703ee2 | Lý Hoàng Long  | 19/05/2003 | Male | 262f2f97-907e-4da6-824f-6e9d19862cde
75022b28-b653-4a2a-ad11-8b1922b15cd5 | Hồ Hoàng Bảo Thành  | 20/01/2003 | Male | c4384664-55a4-4256-bd30-4abd49079fbe
ff401865-c945-428b-8e3c-347c80d84819 | Trần Hoàng Tân  | 15/11/2005 | Male | c4384664-55a4-4256-bd30-4abd49079fbe
d0513a15-276f-40f4-be8c-46302b9a37be | Võ Thị Bách  | 13/05/2004 | Female | 1bcc4320-ecfc-4306-ac37-bdb006891c0b
bb574ad2-cabe-4495-b4d9-ecebc29e69cc | Trần Trung Thắng  | 17/09/2003 | Male | 1bcc4320-ecfc-4306-ac37-bdb006891c0b
f51ab758-156c-48bd-9390-f0b56a4e7241 | Lý Thị Khôi  | 02/03/2005 | Male | c4384664-55a4-4256-bd30-4abd49079fbe
